AREA,DATE_SALE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALE_COND
KK Nagar,20-12-2009,1355,2,1,4,12997440,No,26-12-1987,571887,116977,Family
KK Nagar,24-03-2008,2225,4,2,6,10311140,No,26-03-2001,371201,82489,Partial
KK Nagar,12-04-2011,1540,2,1,4,8521180,No,14-04-2002,272678,93733,Ab Normal
Adyar,26-08-2011,1248,2,2,4,11051205,No,01-09-1984,342587,22102,Normal Sale
Chrompet,05-11-2013,1290,2,1,4,9449050,No,07-11-2004,255124,75592,Partial
Karapakkam,02-09-2010,1080,1,1,3,5811250,No,06-09-1995,191771,92980,Partial
Chrompet,18-01-2009,704,1,1,2,8209450,No,22-01-1994,213446,57466,Ab Normal
Karapakkam,13-06-2011,525,1,1,2,3081375,No,15-06-2003,114011,52383,Adj Land
Velachery,22-04-2005,1837,3,2,5,10206440,No,25-04-1993,398051,122477,Adj Land
KK Nagar,11-06-2010,2284,4,2,6,18352680,No,14-06-1996,752460,183527,Partial
Chrompet,09-03-2007,876,1,1,3,7482800,No,15-03-1983,231967,119725,Normal Sale
T Nagar,04-12-2013,1962,2,1,5,14365020,No,15-12-1970,474046,215475,Adj Land
Anna Nagar,13-11-2009,1710,1,1,4,10771100,No,18-11-1989,301591,75398,Partial
Chrompet,25-02-2007,867,1,1,3,10994200,No,02-03-1987,285849,32983,Normal Sale
Karapakkam,06-10-2009,1101,1,1,3,3948000,No,08-10-2003,138180,55272,Family
Anna Nagar,18-10-2006,1721,1,1,4,11327800,No,26-10-1975,373817,90622,Ab Normal
KK Nagar,29-03-2010,1737,2,1,4,15246580,No,03-04-1991,670850,137219,Adj Land
Anna Nagar,27-11-2012,1719,1,1,4,19110170,No,05-12-1981,668856,229322,Adj Land
KK Nagar,06-04-2011,1650,2,1,4,14917160,No,08-04-2003,537018,268509,Adj Land
Velachery,19-08-2005,1631,2,1,4,12746690,No,22-08-1993,471628,203947,Partial
Anna Nagar,29-08-2011,1823,2,1,5,15181250,No,31-08-2003,409894,273263,Normal Sale
KK Nagar,06-11-2011,1879,3,2,5,11444700,No,10-11-1995,515012,137336,Ab Normal
Chrompet,11-10-2011,862,1,1,3,7184600,No,16-10-1991,208353,86215,Partial
Chrompet,23-01-2009,1197,1,1,3,8416200,No,30-01-1981,260902,109411,Family
Velachery,24-09-2009,1696,2,1,4,8929050,No,05-10-1964,303588,133936,Normal Sale
Karapakkam,23-06-2011,1075,1,1,3,10308500,No,24-06-2005,474191,257713,Ab Normal
Chrompet,02-02-2012,777,1,1,2,7577590,No,05-02-1998,242483,128819,Family
Karapakkam,25-03-2012,1657,2,2,4,7279250,No,02-04-1983,283891,72793,Adj Land
Adyar,12-02-2009,1061,1,1,3,9410965,No,20-02-1978,338795,141164,Adj Land
Karapakkam,14-06-2011,1301,1,1,3,6700125,No,22-06-1978,308206,140703,Normal Sale
Karapakkam,09-02-2011,1046,1,1,3,4432750,No,20-02-1966,159579,57626,Family
Chrompet,24-07-2008,940,1,1,3,10443500,No,02-08-1974,292418,167096,Ab Normal
Velachery,14-08-2010,1867,3,2,5,9146050,No,16-08-2000,320112,192067,Normal Sale
Karapakkam,16-09-2010,1176,1,1,3,6626000,No,28-09-1962,271666,106016,Ab Normal
Karapakkam,30-01-2012,719,1,1,2,5539000,No,02-02-2000,265872,121858,Normal Sale
Velachery,01-10-2005,1638,2,1,4,13713910,No,09-10-1972,534842,164567,Partial
Karapakkam,10-03-2010,1538,2,2,4,7443750,No,11-03-2005,334969,89325,Partial
Chrompet,28-01-2010,724,1,1,2,7034730,No,04-02-1983,204007,84417,Family
Velachery,07-01-2007,1692,2,1,4,8840300,No,16-01-1972,344772,88403,Partial
KK Nagar,03-09-2011,1650,2,1,4,14265360,No,07-09-1993,627676,256776,Adj Land
KK Nagar,20-06-2011,1790,3,2,5,14985280,No,23-06-1997,584426,239764,Partial
Chrompet,09-03-2012,1174,1,1,3,9622650,No,14-03-1993,279057,125094,Adj Land
Chrompet,27-12-2011,762,1,1,2,6487600,No,06-01-1972,207603,71364,Partial
Velachery,18-01-2005,1722,2,1,4,9545390,No,29-01-1963,372270,85909,Family
Adyar,04-04-2007,1223,2,2,4,8636890,No,10-04-1981,267744,69095,Ab Normal
Anna Nagar,06-01-2014,1793,1,1,4,13263370,No,15-01-1980,450955,212214,Partial
Velachery,30-07-2008,1742,2,1,4,12834440,No,10-08-1966,487709,231020,Partial
Karapakkam,11-02-2011,614,1,1,2,4877500,No,16-02-1989,175590,48775,Normal Sale
Karapakkam,17-01-2010,1654,2,2,4,7539000,No,24-01-1982,309099,75390,Normal Sale
T Nagar,12-09-2007,1984,2,1,5,13144990,No,22-09-1965,341770,197175,Adj Land
KK Nagar,18-01-2010,1445,2,1,4,9695260,No,23-01-1992,426591,155124,Family
Chrompet,12-08-2007,888,1,1,3,8688600,No,17-08-1987,243281,139018,Adj Land
Anna Nagar,24-09-2011,1554,1,1,4,18122230,No,30-09-1987,525545,108733,Normal Sale
KK Nagar,11-04-2011,1689,2,1,4,9896880,No,14-04-1996,405772,207834,Normal Sale
Chrompet,20-03-2010,1121,1,1,3,8516800,No,25-03-1990,281054,42584,Ab Normal
Chrompet,19-12-2012,704,1,1,2,7176980,No,24-12-1994,229663,122009,Ab Normal
Karapakkam,14-10-2011,1412,2,2,4,8784250,No,24-10-1970,368939,114195,Partial
Chrompet,31-01-2015,1237,2,1,4,9632440,No,08-02-1982,317871,28897,Partial
KK Nagar,17-04-2010,1549,2,1,4,13459920,No,23-04-1984,659536,107679,Partial
Chrompet,18-01-2013,968,1,1,3,7543900,No,25-01-1987,211229,52807,Ab Normal
Chrompet,03-12-2009,982,1,1,3,7726850,No,09-12-1986,247259,131356,Ab Normal
KK Nagar,13-08-2009,2178,3,2,5,16803000,No,16-08-1999,756135,386469,Normal Sale
Anna Nagar,17-03-2007,1793,1,1,4,13395730,No,22-03-1985,468851,93770,Ab Normal
Velachery,28-05-2009,1769,2,1,4,6906420,No,01-06-1993,255538,69064,Ab Normal
T Nagar,05-02-2007,1914,2,1,5,14456880,No,07-02-1999,419250,144569,Family
Chrompet,13-12-2008,1249,2,1,4,9833380,No,21-12-1977,324502,59000,Normal Sale
KK Nagar,14-04-2010,1755,2,1,4,9635600,No,21-04-1980,337246,96356,Family
Karapakkam,04-09-2011,707,1,1,2,3172500,No,11-09-1983,114210,25380,Normal Sale
Karapakkam,15-04-2010,1224,1,1,3,7606750,No,27-04-1961,243416,106495,Ab Normal
KK Nagar,02-12-2008,1726,2,1,4,14990160,No,09-12-1980,554636,299803,Adj Land
Adyar,06-02-2008,800,1,1,2,5819195,No,14-02-1975,197853,58192,Partial
Karapakkam,28-02-2010,1617,2,2,4,4824750,No,08-03-1979,197815,53072,Partial
Chrompet,28-12-2012,806,1,1,3,8278220,No,02-01-1993,231790,49669,Ab Normal
Velachery,08-01-2007,1693,2,1,4,6382640,No,20-01-1960,223392,70209,Ab Normal
Chrompet,30-01-2015,1187,1,1,3,8389190,No,05-02-1991,234897,75503,Normal Sale
T Nagar,25-05-2007,1810,2,1,5,13451130,No,05-06-1963,416985,161414,Normal Sale
Karapakkam,26-02-2010,575,1,1,2,3090250,No,08-03-1969,95798,24722,Partial
KK Nagar,19-09-2011,2351,4,2,6,18515080,No,25-09-1987,888724,370302,Adj Land
Chrompet,18-08-2013,1196,1,1,3,9159770,No,27-08-1978,228994,128237,Partial
Velachery,15-02-2007,1685,2,1,4,7344540,No,28-02-1955,286437,95479,Partial
Karapakkam,25-06-2010,1119,1,1,3,6615250,No,26-06-2005,211688,72768,Family
Chrompet,03-01-2014,1229,2,1,4,9167400,No,06-01-2002,293357,45837,Adj Land
Anna Nagar,19-03-2008,1510,1,1,4,12537920,No,30-03-1967,426289,100303,Adj Land
Karapakkam,07-02-2011,872,1,1,2,5763500,No,11-02-1993,224777,115270,Adj Land
Chrompet,06-05-2013,1232,2,1,4,12157950,No,14-05-1980,328265,194527,Ab Normal
Karapakkam,14-02-2012,1538,2,2,4,8041750,No,17-02-2000,369921,176919,Family
Velachery,18-11-2011,1923,3,2,5,10249110,No,20-11-2003,317722,153737,Adj Land
Karapakkam,06-03-2010,799,1,1,2,4295250,No,18-03-1961,171810,81610,Adj Land
Karapakkam,05-09-2010,1670,2,2,4,11567750,No,16-09-1965,497413,219787,Family
Chrompet,14-07-2013,1211,2,1,4,10287820,No,18-07-1996,257196,102878,Normal Sale
Karapakkam,10-10-2010,1501,2,2,4,11003250,No,16-10-1987,528156,99029,Ab Normal
Velachery,11-10-2007,1573,2,1,4,8229420,No,21-10-1966,246883,131671,Normal Sale
Adyar,13-01-2011,795,1,1,2,8258790,No,19-01-1985,305575,49553,Normal Sale
T Nagar,03-11-2010,1645,1,1,4,11469920,No,11-11-1979,309688,80289,Normal Sale
Adyar,19-04-2011,961,1,1,3,9724240,No,28-04-1975,311176,58345,Partial
Anna Nagar,19-11-2013,1814,2,1,5,20656530,No,30-11-1969,702322,392474,Family
Karapakkam,25-01-2010,1650,2,2,4,7638750,No,26-01-2005,229163,190969,Adj Land
KK Nagar,17-03-2011,2042,3,2,5,16990300,No,18-03-2006,815534,237864,Normal Sale
T Nagar,30-10-2008,1852,2,1,5,20301890,No,07-11-1976,588755,284226,Partial
Velachery,04-02-2005,1727,2,1,4,10506870,No,06-02-1999,367740,157603,Ab Normal
Velachery,04-03-2007,1740,2,1,4,15106810,No,11-03-1979,528738,287029,Ab Normal
Chrompet,18-09-2011,1119,1,1,3,9722150,No,21-09-1998,311109,165277,Adj Land
Chrompet,03-06-2007,1174,1,1,3,12316150,No,06-06-1994,307904,147794,Partial
T Nagar,04-04-2008,1646,1,1,4,12619960,No,15-04-1964,328119,75720,Normal Sale
Karapakkam,11-05-2010,1071,1,1,3,7131000,No,12-05-2004,228192,178275,Ab Normal
Chrompet,25-02-2009,834,1,1,3,7139330,No,02-03-1988,192762,114229,Ab Normal
KK Nagar,25-11-2008,1740,2,1,4,9726400,No,30-11-1988,291792,155622,Adj Land
Karapakkam,23-11-2010,1388,2,2,4,11834000,No,28-11-1990,544364,130174,Family
KK Nagar,14-10-2008,1897,3,2,5,10369740,No,16-10-2001,394050,259244,Adj Land
Karapakkam,30-07-2010,1074,1,1,3,7260750,No,10-08-1965,341255,130694,Family
Karapakkam,13-09-2011,1332,1,1,3,6463000,No,15-09-2003,232668,155112,Family
Adyar,17-01-2008,702,1,1,2,5935980,No,25-01-1976,201823,23744,Normal Sale
KK Nagar,12-07-2011,2310,4,2,6,12986720,No,18-07-1985,636349,155841,Family
Chrompet,24-07-2011,1268,2,1,4,7968600,No,02-08-1975,223121,135466,Adj Land
Anna Nagar,19-11-2007,1876,2,1,5,21047400,No,20-11-2002,736659,378853,Family
Anna Nagar,24-11-2010,1816,2,1,5,12286010,No,27-11-1997,344008,135146,Family
Velachery,08-01-2005,1588,2,1,4,9616360,No,14-01-1982,326956,125013,Family
Chrompet,15-03-2013,728,1,1,2,6167500,No,21-03-1991,197360,37005,Family
Chrompet,28-08-2008,1063,1,1,3,8215400,No,29-08-2004,271108,131446,Partial
Velachery,28-07-2005,1514,2,1,4,8877450,No,03-08-1980,310711,159794,Ab Normal
Adyar,18-06-2008,793,1,1,2,9013550,No,21-06-1998,333501,72108,Ab Normal
Velachery,10-07-2004,1633,2,1,4,10113540,No,22-07-1957,353974,192157,Family
KK Nagar,06-02-2012,1307,1,1,3,12415480,No,09-02-1998,546281,223479,Normal Sale
Chrompet,12-02-2015,1006,1,1,3,7821300,No,17-02-1993,218996,39107,Ab Normal
Karapakkam,15-10-2010,1289,1,1,3,7460125,No,17-10-2003,223804,89522,Ab Normal
KK Nagar,11-07-2009,2156,3,2,5,11374040,No,14-07-1997,386717,284351,Normal Sale
Velachery,23-07-2005,1726,2,1,4,9251110,No,03-08-1962,360793,175771,Family
Chrompet,02-01-2012,830,1,1,3,7604000,No,08-01-1988,205308,53228,Partial
T Nagar,20-04-2014,1953,2,1,5,11826060,No,27-04-1986,342956,141913,Normal Sale
KK Nagar,06-06-2011,2254,4,2,6,12863220,No,10-06-1994,630298,295854,Normal Sale
Karapakkam,17-11-2010,877,1,1,2,7105875,No,18-11-2004,319764,71059,Partial
T Nagar,27-03-2012,1510,1,1,4,17414970,No,30-03-2001,435374,261225,Partial
Velachery,16-11-2009,1811,3,2,5,11066740,No,18-11-2002,332002,199201,Adj Land
Chrompet,02-01-2008,1269,2,1,4,13670150,No,08-01-1983,410105,82021,Partial
Velachery,10-08-2008,1908,3,2,5,14580880,No,16-08-1984,554073,131228,Ab Normal
Karapakkam,14-04-2011,1305,1,1,3,7218625,No,18-04-1994,303182,137154,Adj Land
Karapakkam,27-01-2012,1115,1,1,3,4224375,No,05-02-1975,139404,38019,Adj Land
Chrompet,05-01-2013,837,1,1,3,8315940,No,07-01-2006,216214,108107,Normal Sale
Velachery,02-06-2008,1892,3,2,5,10146980,No,15-06-1959,355144,101470,Family
Chrompet,19-06-2009,797,1,1,2,7180640,No,28-06-1972,222600,93348,Partial
Adyar,20-10-2008,741,1,1,2,8861290,No,27-10-1982,265839,70890,Family
Chrompet,25-05-2008,726,1,1,2,9054350,No,02-06-1979,253522,63380,Normal Sale
Karapakkam,24-12-2009,1125,1,1,3,7163000,No,06-01-1960,343824,179075,Normal Sale
T Nagar,25-04-2014,1993,2,1,5,14796940,No,02-05-1984,399517,162766,Adj Land
Chrompet,05-11-2010,1191,1,1,3,9631420,No,13-11-1977,298574,163734,Normal Sale
Karapakkam,04-03-2012,682,1,1,2,5374750,No,08-03-1999,188116,42998,Family
Karapakkam,04-09-2009,516,1,1,2,6318500,No,15-09-1965,233785,107415,Normal Sale
Anna Nagar,08-09-2007,1634,1,1,4,12217890,No,18-09-1965,452062,195486,Adj Land
Chrompet,04-09-2013,1061,1,1,3,8660320,No,12-09-1980,216508,112584,Ab Normal
Karapakkam,18-04-2010,561,1,1,2,6375000,No,25-04-1982,274125,159375,Partial
Chrompet,11-01-2013,1111,1,1,3,14248300,No,17-01-1991,455946,128235,Adj Land
Anna Nagar,17-04-2012,1884,2,1,5,12719430,No,28-04-1969,394302,178072,Normal Sale
KK Nagar,02-05-2008,1413,2,1,4,9472040,No,05-05-1999,378882,85248,Partial
KK Nagar,04-11-2011,2443,4,2,6,11264600,No,06-11-2001,405526,202763,Normal Sale
Chrompet,09-02-2010,1293,2,1,4,9815400,No,10-02-2006,245385,117785,Normal Sale
Velachery,28-08-2007,1938,3,2,5,16663130,No,08-09-1963,649862,249947,Adj Land
Velachery,20-05-2005,1629,2,1,4,8988830,No,03-06-1951,269665,134832,Ab Normal
Karapakkam,03-08-2011,501,1,1,2,5555875,No,09-08-1985,194456,88894,Adj Land
Karapakkam,30-04-2011,1042,1,1,3,5020500,No,10-05-1969,220902,105431,Partial
Karapakkam,05-08-2011,1396,2,2,4,6049750,No,15-08-1970,217791,72597,Ab Normal
Karapakkam,31-10-2010,1622,2,2,4,7399500,No,03-11-1999,295980,177588,Ab Normal
T Nagar,23-09-2013,1727,1,1,4,10559260,No,26-09-2000,274541,116152,Partial
Karapakkam,13-08-2010,706,1,1,2,8347500,No,19-08-1984,333900,141908,Partial
Karapakkam,21-06-2010,1527,2,2,4,6467750,No,03-07-1963,284581,97016,Normal Sale
Chrompet,14-04-2009,796,1,1,2,5664050,No,23-04-1974,175586,28320,Ab Normal
Velachery,06-09-2010,1525,2,1,4,13230010,No,15-09-1972,489510,119070,Normal Sale
Karapakkam,10-09-2009,1624,2,2,4,12010000,No,20-09-1969,420350,288240,Partial
Velachery,02-10-2009,1961,3,2,5,10318400,No,08-10-1984,340507,82547,Partial
Velachery,22-04-2010,1868,3,2,5,8076410,No,04-05-1962,290751,64611,Ab Normal
KK Nagar,09-01-2010,1551,2,1,4,9642400,No,11-01-2001,424266,115709,Normal Sale
Velachery,24-01-2011,1786,2,1,4,13560550,No,07-02-1956,406817,244090,Adj Land
Velachery,16-02-2005,1923,3,2,5,11047570,No,20-02-1989,353522,165714,Family
Karapakkam,19-04-2010,1103,1,1,3,6233500,No,30-04-1966,218173,137137,Partial
KK Nagar,07-08-2009,1601,2,1,4,10231600,No,12-08-1990,480885,194400,Ab Normal
Chrompet,14-10-2008,1219,2,1,4,9632200,No,23-10-1972,317863,57793,Partial
Chrompet,04-02-2010,1177,1,1,3,12335950,No,11-02-1981,320735,148031,Ab Normal
Chrompet,16-08-2010,1179,1,1,3,9242930,No,25-08-1972,268045,64701,Adj Land
Adyar,01-01-2010,1281,2,2,4,6466375,No,07-01-1985,239256,12933,Partial
Karapakkam,08-11-2010,1419,2,2,4,8729375,No,12-11-1993,349175,113482,Adj Land
Karapakkam,03-07-2010,1395,2,2,4,7730250,No,04-07-2005,293750,193256,Partial
Chrompet,10-05-2010,990,1,1,3,6987500,No,15-05-1988,181675,83850,Normal Sale
Chrompet,12-01-2014,977,1,1,3,8272100,No,15-01-2004,231619,66177,Normal Sale
KK Nagar,19-06-2009,1606,2,1,4,9261000,No,22-06-1999,277830,175959,Adj Land
Adyar,24-09-2010,1015,1,1,3,7919880,No,27-09-1998,269276,39599,Partial
T Nagar,03-11-2007,1553,1,1,4,11589220,No,12-11-1968,394033,173838,Adj Land
KK Nagar,30-05-2009,1917,3,2,5,8958140,No,06-06-1982,385200,179163,Family
KK Nagar,21-03-2012,1818,3,2,5,10134160,No,24-03-2002,354696,121610,Partial
Anna Nagar,14-03-2011,1512,1,1,4,10353250,No,25-03-1966,362364,124239,Normal Sale
Velachery,30-05-2008,1775,2,1,4,8711490,No,06-06-1981,287479,174230,Family
Velachery,14-01-2008,1503,2,1,4,5967360,No,16-01-2000,214825,65641,Family
Chrompet,01-09-2008,1226,2,1,4,14290850,No,11-09-1969,471598,142909,Ab Normal
Karapakkam,24-01-2012,589,1,1,2,5853875,No,30-01-1986,286840,58539,Ab Normal
Chrompet,06-09-2013,851,1,1,3,6498050,No,08-09-2006,175447,103969,Normal Sale
KK Nagar,15-06-2010,1558,2,1,4,13573320,No,21-06-1984,420773,122160,Family
Anna Nagar,11-03-2012,1617,1,1,4,13131950,No,13-03-2005,367695,78792,Partial
KK Nagar,06-03-2008,1678,2,1,4,14119360,No,13-03-1980,607132,268268,Partial
Chrompet,22-05-2012,1254,2,1,4,10829080,No,26-05-1998,357360,54145,Family
Chrompet,16-08-2008,711,1,1,2,7104320,No,20-08-1993,213130,99460,Normal Sale
Karapakkam,14-06-2011,778,1,1,2,4436750,No,19-06-1991,208527,75425,Partial
Adyar,30-10-2011,1066,1,1,3,9681475,No,31-10-2006,338852,116178,Family
Chrompet,25-06-2012,1076,1,1,3,12560600,No,29-06-1996,351697,188409,Normal Sale
KK Nagar,28-03-2011,2271,4,2,6,12674160,No,03-04-1984,544989,190112,Adj Land
Velachery,17-04-2006,1613,2,1,4,6461230,No,28-04-1962,219682,135686,Normal Sale
Velachery,02-09-2005,1692,2,1,4,10732960,No,13-09-1962,386387,203926,Family
Chrompet,11-03-2010,801,1,1,3,10662050,No,21-03-1971,341186,181255,Adj Land
Chrompet,12-04-2007,1298,2,1,4,14039550,No,20-04-1974,393107,70198,Ab Normal
Adyar,07-02-2007,831,1,1,3,10889655,No,11-02-1990,413807,32669,Partial
Chrompet,26-10-2008,1187,1,1,3,8342600,No,28-10-2000,216908,83426,Partial
Karapakkam,06-11-2009,1117,1,1,3,7130125,No,11-11-1988,213904,99822,Partial
Velachery,13-03-2009,1793,2,1,4,15237520,No,18-03-1988,518076,228563,Adj Land
KK Nagar,30-09-2009,1399,2,1,4,9406680,No,06-10-1985,366861,103473,Normal Sale
Anna Nagar,12-02-2008,1851,2,1,5,13049030,No,20-02-1973,482814,91343,Partial
Anna Nagar,08-12-2011,1508,1,1,4,10363160,No,18-12-1970,373074,165811,Ab Normal
KK Nagar,07-08-2009,1803,3,2,5,14949140,No,11-08-1992,747457,119593,Partial
Chrompet,01-12-2006,1147,1,1,3,13383200,No,10-12-1970,428262,173982,Partial
Velachery,02-07-2007,1971,3,2,5,9838490,No,05-07-1995,373863,147577,Normal Sale
Chrompet,16-12-2010,1254,2,1,4,9896150,No,25-12-1973,267196,79169,Adj Land
Chrompet,18-04-2009,910,1,1,3,8709750,No,21-04-1996,226454,148066,Normal Sale
Karapakkam,31-07-2009,1114,1,1,3,7099500,No,03-08-1999,340776,70995,Family
Karapakkam,04-03-2012,946,1,1,3,6162250,No,15-03-1970,191030,117083,Family
Chrompet,06-02-2013,1099,1,1,3,8195150,No,14-02-1984,221269,65561,Adj Land
T Nagar,08-08-2008,1700,1,1,4,19798550,No,10-08-2003,514762,118791,Normal Sale
KK Nagar,22-03-2009,1730,2,1,4,14944220,No,25-03-1998,717323,373606,Adj Land
Anna Nagar,16-04-2012,1514,1,1,4,11383690,No,24-04-1980,330127,91070,Adj Land
Chrompet,04-07-2014,1033,1,1,3,11570050,No,07-07-2003,358672,185121,Partial
Adyar,03-11-2008,688,1,1,2,5688470,No,13-11-1970,182031,79639,Ab Normal
KK Nagar,08-08-2009,1521,2,1,4,13117020,No,13-08-1988,498447,327926,Adj Land
Karapakkam,01-07-2011,1496,2,2,4,7929750,No,07-07-1986,317190,198244,Normal Sale
Adyar,15-01-2012,934,1,1,3,8017445,No,20-01-1989,288628,104227,Ab Normal
T Nagar,04-12-2013,1946,2,1,5,14280890,No,11-12-1985,556955,171371,Adj Land
Velachery,11-09-2005,1992,3,2,5,11129100,No,15-09-1990,411777,111291,Partial
Chrompet,15-11-2007,990,1,1,3,11956000,No,17-11-1999,370636,203252,Ab Normal
Karapakkam,16-04-2010,1696,2,2,4,7164000,No,26-04-1970,293724,57312,Normal Sale
Velachery,19-04-2009,1907,3,2,5,14025340,No,25-04-1987,420760,210380,Normal Sale
KK Nagar,31-08-2011,1960,3,2,5,11095520,No,04-09-1995,432725,122051,Normal Sale
KK Nagar,17-03-2011,2051,3,2,5,11437920,No,18-03-2005,411765,160131,Partial
Chrompet,28-03-2014,1202,2,1,4,8610340,No,07-04-1974,232479,25831,Family
Anna Nagar,01-06-2007,1955,2,1,5,13308750,No,08-06-1977,372645,146396,Family
Chrompet,18-05-2011,1275,2,1,4,9593250,No,23-05-1988,287798,86339,Ab Normal
Anna Nagar,15-01-2010,1860,2,1,5,14111320,No,17-01-2004,522119,70557,Ab Normal
Karapakkam,03-02-2010,701,1,1,2,5643500,No,08-02-1990,282175,141088,Ab Normal
Karapakkam,23-04-2010,1462,2,2,4,9387250,No,29-04-1986,356716,178358,Family
Karapakkam,03-01-2011,598,1,1,2,5353000,No,15-01-1962,208767,107060,Adj Land
Velachery,25-08-2006,1614,2,1,4,8351410,No,01-09-1978,317354,167028,Normal Sale
Karapakkam,04-05-2011,1004,1,1,3,7600000,Yes,15-05-1967,380000,144400,Ab Normal
Adyar,04-02-2012,909,1,1,3,13159200,Yes,09-02-1992,421094,92114,Ab Normal
Karapakkam,05-10-2009,1226,1,1,3,7406250,Yes,13-10-1979,237000,74063,Ab Normal
Chrompet,19-10-2006,1203,2,1,4,14938000,Yes,26-10-1978,403326,119504,Adj Land
Adyar,01-01-2007,1056,1,1,3,9386490,Yes,07-01-1981,319141,37546,Partial
Karapakkam,04-11-2009,1639,2,2,4,8656000,Yes,09-11-1991,285648,77904,Normal Sale
Chrompet,25-12-2011,796,1,1,2,10912550,Yes,03-01-1975,316464,130951,Adj Land
Adyar,05-04-2008,1136,1,1,3,8287550,Yes,13-04-1978,323214,49725,Normal Sale
Anna Nagar,02-07-2012,1902,2,1,5,21203240,Yes,13-07-1970,742113,212032,Family
Chrompet,19-04-2013,1069,1,1,3,10905530,Yes,20-04-2009,283544,43622,Ab Normal
Chrompet,13-12-2008,931,1,1,3,9185970,Yes,19-12-1986,248021,27558,Ab Normal
Adyar,10-11-2011,1130,1,1,3,13383350,Yes,17-11-1981,468417,53533,Family
Karapakkam,12-11-2010,1301,1,1,3,7939625,Yes,14-11-2003,357283,71457,Normal Sale
Adyar,19-08-2011,730,1,1,2,8848285,Yes,28-08-1972,265449,53090,Adj Land
T Nagar,26-03-2012,1721,1,1,4,14874380,Yes,31-03-1992,416483,223116,Adj Land
Velachery,28-04-2006,1755,2,1,4,10222380,Yes,03-05-1987,306671,173780,Adj Land
KK Nagar,09-05-2010,2114,3,2,5,17564820,Yes,14-05-1989,632334,281037,Adj Land
Velachery,28-01-2011,1648,2,1,4,9170660,Yes,31-01-1998,275120,82536,Family
Chrompet,07-11-2011,856,1,1,3,10383420,Yes,13-11-1985,332269,103834,Adj Land
Karapakkam,18-08-2009,1290,1,1,3,7745000,Yes,30-08-1961,364015,92940,Adj Land
Karapakkam,23-03-2010,507,1,1,2,5728000,Yes,03-04-1964,252032,74464,Ab Normal
T Nagar,18-11-2006,1882,2,1,5,16051580,Yes,23-11-1985,433393,272877,Ab Normal
Anna Nagar,12-11-2009,1710,1,1,4,20215970,Yes,15-11-1998,808639,161728,Normal Sale
KK Nagar,26-02-2012,1667,2,1,4,10729700,Yes,27-02-2007,364810,268243,Partial
KK Nagar,12-08-2008,1926,3,2,5,17006780,Yes,15-08-1999,816325,153061,Family
Adyar,23-10-2007,718,1,1,2,5570050,Yes,30-10-1977,211662,55701,Partial
Karapakkam,12-09-2009,1249,1,1,3,8594875,Yes,21-09-1973,318010,120328,Adj Land
T Nagar,08-06-2013,1894,2,1,5,13549250,Yes,19-06-1968,406478,162591,Partial
Adyar,08-08-2008,916,1,1,3,5847520,Yes,15-08-1980,228053,23390,Normal Sale
Chrompet,20-04-2008,934,1,1,3,9710900,Yes,26-04-1986,310749,58265,Adj Land
T Nagar,28-09-2007,1577,1,1,4,12087330,Yes,07-10-1971,302183,193397,Partial
Anna Nagar,10-01-2011,1915,2,1,5,14175620,Yes,20-01-1970,354391,170107,Partial
Anna Nagar,30-09-2012,1600,1,1,4,11920820,Yes,06-10-1991,309941,166891,Family
Velachery,14-10-2011,1579,2,1,4,13364730,Yes,20-10-1987,467766,240565,Ab Normal
KK Nagar,31-10-2011,2174,3,2,5,13069740,Yes,05-11-1988,548929,313674,Family
Adyar,21-03-2010,668,1,1,2,10283575,Yes,22-03-2005,329074,102836,Ab Normal
Velachery,09-04-2006,1724,2,1,4,8956480,Yes,22-04-1952,358259,152260,Ab Normal
Adyar,20-07-2011,890,1,1,3,7187350,Yes,27-07-1981,251557,43124,Ab Normal
Anna Nagar,21-02-2011,1792,1,1,4,13906270,Yes,26-02-1990,514532,250313,Family
Karapakkam,22-07-2009,898,1,1,3,8629750,Yes,29-07-1980,345190,215744,Partial
Velachery,30-07-2007,1618,2,1,4,9263050,Yes,09-08-1967,370522,92631,Adj Land
Karapakkam,30-07-2009,1693,2,2,4,12801500,Yes,01-08-2003,384045,166420,Normal Sale
Adyar,21-07-2008,1090,1,1,3,9832420,Yes,28-07-1980,373632,98324,Partial
Chrompet,19-01-2014,1085,1,1,3,14363500,Yes,21-01-2008,387815,100545,Ab Normal
Adyar,12-09-2008,692,1,1,2,10381355,Yes,22-09-1971,394491,124576,Normal Sale
T Nagar,03-07-2008,1518,1,1,4,17600240,Yes,13-07-1971,457606,158402,Family
KK Nagar,20-07-2010,2170,3,2,5,12372160,Yes,22-07-2002,593864,284560,Family
Chrompet,23-05-2011,969,1,1,3,11248750,Yes,27-05-1994,337463,146234,Family
KK Nagar,24-10-2009,1709,2,1,4,10160600,Yes,29-10-1989,467388,233694,Ab Normal
T Nagar,07-04-2013,1659,1,1,4,13539080,Yes,12-04-1995,433251,216625,Adj Land
Adyar,24-10-2007,1182,1,1,3,9867055,Yes,28-10-1990,374948,39468,Normal Sale
Chrompet,19-04-2013,1089,1,1,3,9050200,Yes,27-04-1981,235305,45251,Normal Sale
